,skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count,tags,primary_tag,ideal_answer_available,bert_score,tfidf_score
575,DBMS,Easy,What is a DBMS?,"A DBMS (Database Management System) is software that stores, retrieves, and manages data in a database. It acts as an intermediary between users and the data, ensuring data integrity, security, and efficient access. Examples include MySQL, PostgreSQL, MongoDB, and Oracle.",A DBMS (Database Management System) is software that.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8,"['nosql', 'database-design']",nosql,1,0.9193536043,0.3272558666
576,DBMS,Easy,What is a database?,"A database is an organized collection of structured data stored on a computer system. Data is organized in tables with rows and columns to represent entities and their properties, enabling efficient storage, retrieval, and management.","A database is an organized collection of structured data stored on a computer system. Data is organized in tables with rows and columns to represent entities and their properties, enabling efficient storage, retrieval, and management.",Good,0.88,0.85,0.86,dbms_curated,DBMS,35,"['sql', 'relational']",sql,1,1.0,1.0
577,DBMS,Easy,What is a database?,"A database is an organized collection of structured data stored on a computer system. Data is organized in tables with rows and columns to represent entities and their properties, enabling efficient storage, retrieval, and management.",A database is an organized collection of structured data stored on a computer system. Data. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,19,"['sql', 'relational']",sql,1,0.9586833119,0.4677301894
578,DBMS,Easy,What is a database?,"A database is an organized collection of structured data stored on a computer system. Data is organized in tables with rows and columns to represent entities and their properties, enabling efficient storage, retrieval, and management.",A database is an organized collection of structured.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8,"['sql', 'relational']",sql,1,0.875805676,0.3924465592
579,DBMS,Easy,What is RDBMS?,"RDBMS stands for Relational Database Management System. It stores data in tables (relations) with rows and columns. Tables are linked through primary and foreign keys establishing relationships. It supports normalization, SQL queries, and enforces data integrity. Examples include MySQL, PostgreSQL, Oracle, and SQL Server.","RDBMS stands for Relational Database Management System. It stores data in tables (relations) with rows and columns. Tables are linked through primary and foreign keys establishing relationships. It supports normalization, SQL queries, and enforces data integrity. Examples include MySQL, PostgreSQL, Oracle, and SQL Server.",Good,0.88,0.85,0.86,dbms_curated,DBMS,44,"['sql', 'relational']",sql,1,1.0000001192,1.0
580,DBMS,Easy,What is RDBMS?,"RDBMS stands for Relational Database Management System. It stores data in tables (relations) with rows and columns. Tables are linked through primary and foreign keys establishing relationships. It supports normalization, SQL queries, and enforces data integrity. Examples include MySQL, PostgreSQL, Oracle, and SQL Server.",RDBMS stands for Relational Database Management System. It stores data in tables (relations) with rows and columns. Tables are. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,23,"['sql', 'relational']",sql,1,0.9619874358,0.4394102836
581,DBMS,Easy,What is RDBMS?,"RDBMS stands for Relational Database Management System. It stores data in tables (relations) with rows and columns. Tables are linked through primary and foreign keys establishing relationships. It supports normalization, SQL queries, and enforces data integrity. Examples include MySQL, PostgreSQL, Oracle, and SQL Server.",RDBMS stands for Relational Database Management System. It.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8,"['sql', 'relational']",sql,1,0.9180120230000001,0.26690694530000003
582,DBMS,Easy,What is a primary key?,A primary key is a column or set of columns that uniquely identifies each record in a table. It must be unique across all rows and cannot contain NULL values. A table can have only one primary key. Example: StudentID in a Students table.,A primary key is a column or set of columns that uniquely identifies each record in a table. It must be unique across all rows and cannot contain NULL values. A table can have only one primary key. Example: StudentID in a Students table.,Good,0.88,0.85,0.86,dbms_curated,DBMS,44,"['sql', 'relational']",sql,1,1.0,1.0
583,DBMS,Easy,What is a primary key?,A primary key is a column or set of columns that uniquely identifies each record in a table. It must be unique across all rows and cannot contain NULL values. A table can have only one primary key. Example: StudentID in a Students table.,A primary key is a column or set of columns that uniquely identifies each record in a table. It. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,23,"['sql', 'relational']",sql,1,0.9329124093000001,0.5401830467000001
584,DBMS,Easy,What is a primary key?,A primary key is a column or set of columns that uniquely identifies each record in a table. It must be unique across all rows and cannot contain NULL values. A table can have only one primary key. Example: StudentID in a Students table.,A primary key is a column or set.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8,"['sql', 'relational']",sql,1,0.8627781868000001,0.4181129824
585,DBMS,Easy,What is a foreign key?,"A foreign key is a column in one table that references the primary key of another table. It establishes a relationship between tables and enforces referential integrity, ensuring that a value in the foreign key column must exist in the referenced table. Example: CourseID in an Enrollments table referencing CourseID in a Courses table.","A foreign key is a column in one table that references the primary key of another table. It establishes a relationship between tables and enforces referential integrity, ensuring that a value in the foreign key column must exist in the referenced table. Example: CourseID in an Enrollments table referencing CourseID in a Courses table.",Good,0.88,0.85,0.86,dbms_curated,DBMS,54,"['sql', 'relational']",sql,1,1.0,1.0
586,DBMS,Easy,What is a foreign key?,"A foreign key is a column in one table that references the primary key of another table. It establishes a relationship between tables and enforces referential integrity, ensuring that a value in the foreign key column must exist in the referenced table. Example: CourseID in an Enrollments table referencing CourseID in a Courses table.",A foreign key is a column in one table that references the primary key of another table. It establishes a relationship between tables and. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,28,"['sql', 'relational']",sql,1,0.9293856621000001,0.6243060895
587,DBMS,Easy,What is a foreign key?,"A foreign key is a column in one table that references the primary key of another table. It establishes a relationship between tables and enforces referential integrity, ensuring that a value in the foreign key column must exist in the referenced table. Example: CourseID in an Enrollments table referencing CourseID in a Courses table.",A foreign key is a column in one.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8,"['sql', 'relational']",sql,1,0.7738345861,0.3927444403
588,DBMS,Easy,What is normalization in DBMS?,"Normalization is the process of organizing a database to reduce data redundancy and improve data integrity. It involves dividing large tables into smaller related tables and defining relationships. Normal forms include 1NF (atomic values), 2NF (no partial dependencies), 3NF (no transitive dependencies), and BCNF (every determinant is a candidate key).","Normalization is the process of organizing a database to reduce data redundancy and improve data integrity. It involves dividing large tables into smaller related tables and defining relationships. Normal forms include 1NF (atomic values), 2NF (no partial dependencies), 3NF (no transitive dependencies), and BCNF (every determinant is a candidate key).",Good,0.88,0.85,0.86,dbms_curated,DBMS,50,"['sql', 'relational']",sql,1,1.0000001192,1.0
