skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count
DBMS,Medium,What is SQL injection and how is it prevented?,"SQL injection is an attack where malicious SQL code is injected into input fields to manipulate database queries, allowing unauthorized access, data theft, or deletion. Prevention: use parameterized queries or prepared statements (never concatenate user input into SQL), validate and sanitize all input, use least-privilege database accounts, and use ORM frameworks.","SQL injection is an attack where malicious SQL code is injected into input fields to manipulate database queries, allowing unauthorized access, data theft, or deletion. Prevention: use parameterized queries or prepared statements (never concatenate user input into SQL), validate and sanitize all input, use least-privilege database accounts, and use ORM frameworks.",Good,0.88,0.85,0.86,dbms_curated,DBMS,51
DBMS,Medium,What is SQL injection and how is it prevented?,"SQL injection is an attack where malicious SQL code is injected into input fields to manipulate database queries, allowing unauthorized access, data theft, or deletion. Prevention: use parameterized queries or prepared statements (never concatenate user input into SQL), validate and sanitize all input, use least-privilege database accounts, and use ORM frameworks.","SQL injection is an attack where malicious SQL code is injected into input fields to manipulate database queries, allowing unauthorized access, data. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,26
DBMS,Medium,What is SQL injection and how is it prevented?,"SQL injection is an attack where malicious SQL code is injected into input fields to manipulate database queries, allowing unauthorized access, data theft, or deletion. Prevention: use parameterized queries or prepared statements (never concatenate user input into SQL), validate and sanitize all input, use least-privilege database accounts, and use ORM frameworks.",SQL injection is an attack where malicious SQL.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a surrogate key?,"A surrogate key is an artificially generated unique identifier with no business meaning, used when no natural primary key exists or the natural key is complex. Examples include auto-increment integers or UUIDs. Surrogate keys are stable — they never change — and are not visible to end users.","A surrogate key is an artificially generated unique identifier with no business meaning, used when no natural primary key exists or the natural key is complex. Examples include auto-increment integers or UUIDs. Surrogate keys are stable — they never change — and are not visible to end users.",Good,0.88,0.85,0.86,dbms_curated,DBMS,48
DBMS,Medium,What is a surrogate key?,"A surrogate key is an artificially generated unique identifier with no business meaning, used when no natural primary key exists or the natural key is complex. Examples include auto-increment integers or UUIDs. Surrogate keys are stable — they never change — and are not visible to end users.","A surrogate key is an artificially generated unique identifier with no business meaning, used when no natural primary key exists or. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,25
DBMS,Medium,What is a surrogate key?,"A surrogate key is an artificially generated unique identifier with no business meaning, used when no natural primary key exists or the natural key is complex. Examples include auto-increment integers or UUIDs. Surrogate keys are stable — they never change — and are not visible to end users.",A surrogate key is an artificially generated unique.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is the GROUP BY clause?,"GROUP BY groups rows that share the same value in specified columns into summary rows. It is used with aggregate functions (COUNT, SUM, AVG, MAX, MIN) to calculate one value per group. HAVING filters the groups. Example: SELECT Department, COUNT(*) FROM Employees GROUP BY Department HAVING COUNT(*) > 5.","GROUP BY groups rows that share the same value in specified columns into summary rows. It is used with aggregate functions (COUNT, SUM, AVG, MAX, MIN) to calculate one value per group. HAVING filters the groups. Example: SELECT Department, COUNT(*) FROM Employees GROUP BY Department HAVING COUNT(*) > 5.",Good,0.88,0.85,0.86,dbms_curated,DBMS,49
DBMS,Medium,What is the GROUP BY clause?,"GROUP BY groups rows that share the same value in specified columns into summary rows. It is used with aggregate functions (COUNT, SUM, AVG, MAX, MIN) to calculate one value per group. HAVING filters the groups. Example: SELECT Department, COUNT(*) FROM Employees GROUP BY Department HAVING COUNT(*) > 5.","GROUP BY groups rows that share the same value in specified columns into summary rows. It is used with aggregate functions (COUNT,. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,26
DBMS,Medium,What is the GROUP BY clause?,"GROUP BY groups rows that share the same value in specified columns into summary rows. It is used with aggregate functions (COUNT, SUM, AVG, MAX, MIN) to calculate one value per group. HAVING filters the groups. Example: SELECT Department, COUNT(*) FROM Employees GROUP BY Department HAVING COUNT(*) > 5.",GROUP BY groups rows that share the same.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is functional dependency?,"A functional dependency A → B means attribute A uniquely determines attribute B. If two rows have the same value of A they must have the same value of B. Functional dependencies are the foundation of normalization. Armstrong's axioms (reflexivity, augmentation, transitivity) are used to derive all functional dependencies from a given set.","A functional dependency A → B means attribute A uniquely determines attribute B. If two rows have the same value of A they must have the same value of B. Functional dependencies are the foundation of normalization. Armstrong's axioms (reflexivity, augmentation, transitivity) are used to derive all functional dependencies from a given set.",Good,0.88,0.85,0.86,dbms_curated,DBMS,53
DBMS,Medium,What is functional dependency?,"A functional dependency A → B means attribute A uniquely determines attribute B. If two rows have the same value of A they must have the same value of B. Functional dependencies are the foundation of normalization. Armstrong's axioms (reflexivity, augmentation, transitivity) are used to derive all functional dependencies from a given set.",A functional dependency A → B means attribute A uniquely determines attribute B. If two rows have the same value of A they. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,27
DBMS,Medium,What is functional dependency?,"A functional dependency A → B means attribute A uniquely determines attribute B. If two rows have the same value of A they must have the same value of B. Functional dependencies are the foundation of normalization. Armstrong's axioms (reflexivity, augmentation, transitivity) are used to derive all functional dependencies from a given set.",A functional dependency A → B means attribute.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
